Round,Global Accuracy,Global Precision,Global Recall,Global F1-Score,Global Prediction Time,Total Training Times,Total Prediction Times,CPU Usage,Memory Usage,Accuracy Variance,Precision Variance,Recall Variance,F1 Variance,Accuracy Std,Precision Std,Recall Std,F1 Std
1,0.7510748082049861,0.5720920967056652,0.19414009703661944,0.9067318714992817,58.110472202301025,47.084983348846436,17.818738222122192,4.92,0.07999999999999971,7.948692272776725e-05,0.11620189142397892,0.15459807688334676,0.12440093849685634,0.00891554388289168,0.34088398528528574,0.3931896195010071,0.3527051722003185
2,0.7470868741971203,0.7932584269662921,0.13045258636639695,0.8504508047510899,113.12934021949768,46.52128267288208,17.405917167663574,3.9800000000000004,0.11999999999999886,0.00021543055018383937,0.1206040455442789,0.14754113146933462,0.11963982611765003,0.014677552595165155,0.3472809317314714,0.38411083227284104,0.34588990461944685
3,0.7487690656579702,0.5830985915492958,0.15713953903042646,0.8845279339865628,169.1531770706177,46.1767578125,17.744392156600952,4.0200000000000005,0.15999999999999942,8.886682199516827e-05,0.04270225211462616,6.298817196551454e-05,0.02072786507742471,0.009426920069416537,0.20664523249914613,0.007936508802081337,0.14397175097019801
4,0.7464280444906751,0.6,0.11836994729141606,0.8894247779743933,226.48356943130494,45.711124420166016,17.014293909072876,4.16,0.14000000000000057,9.038923325078942e-05,0.11330623182975812,0.1516507490604772,0.12228207569384197,0.00950732524166442,0.33660991047465927,0.389423611328945,0.3496885409816026
5,0.7461284055068732,0.6,0.11396001792714024,0.9031392904343949,284.95408697128295,47.795286893844604,17.521254062652588,3.9799999999999995,0.13999999999999915,0.00018180110568749797,0.15347836111969979,0.15458583963287878,0.15356153249461296,0.013483364034524098,0.3917631441568997,0.3931740576804105,0.39186927985568476
